train_ratio,test_ratio,train_size,test_size,MAPE,MAE,RMSE,SMAPE,model
0.9,0.1,388,44,17.881116283415967,6.611039955013674,11.416254543585186,20.565417523378276,Holt_Linear
0.8,0.2,345,87,32.54305769615601,9.578771235694372,13.078775825120811,41.36391784218545,Holt_Linear
0.7,0.3,302,130,17.468093538333246,4.788482426661734,8.360701272430964,19.43903313230512,Holt_Linear
