model,train_size,test_size,MAPE,MAE,RMSE,SMAPE
Prophet_Base,345,87,43.71413162972368,12.68468785653696,16.70167665306191,61.000652709913936
Prophet_Conservative,345,87,21.351353634029813,5.319186035430847,8.508302508653491,20.234388330198733
Prophet_Flexible,345,87,75.27175265206198,20.620350146725603,24.52205206721646,130.18940175715966
