Date,Price
1990-12-31,4.814
1991-12-31,4.034916666666667
1992-12-31,3.9414166666666666
1993-12-31,4.414
1994-12-31,5.36475
1995-12-31,5.211083333333334
1996-12-31,5.1834999999999996
1997-12-31,4.991
1998-12-31,5.53125
1999-12-31,5.304166666666666
2000-12-31,4.983416666666667
2001-12-31,4.408
2002-12-31,4.6025
2003-12-31,4.95675
2004-12-31,6.76175
2005-12-31,7.444583333333334
2006-12-31,11.964666666666666
2007-12-31,13.635666666666665
2008-12-31,15.029166666666667
2009-12-31,14.782499999999999
2010-12-31,20.752333333333333
2011-12-31,35.71941666666667
2012-12-31,31.384666666666664
2013-12-31,23.34991666666667
2014-12-31,18.607416666666666
2015-12-31,15.51525
2016-12-31,17.139666666666667
2017-12-31,17.263416666666668
2018-12-31,15.609250000000001
2019-12-31,16.36925
2020-12-31,20.800333333333334
2021-12-31,25.020916666666665
2022-12-31,21.571083333333334
2023-12-31,23.85775
2024-12-31,28.4845
2025-12-31,42.14941666666667
