train_ratio,test_ratio,train_size,test_size,MAPE,MAE,RMSE,SMAPE,model
0.9,0.1,168,19,17.565706750772776,5374.453114053421,6616.396558390462,18.203837496323757,Holt_Linear
0.8,0.2,149,38,70.13705647404201,19975.05163381426,21849.638122877604,48.5843786792572,Holt_Linear
0.7,0.3,130,57,158.19366827693142,48334.36919868,59147.7766777561,71.39045694291892,Holt_Linear
