train_ratio,test_ratio,train_size,test_size,MAPE,MAE,RMSE,SMAPE,model
0.9,0.1,168,19,16.82310177088277,5172.004806780234,6448.342014966,17.482247501262044,Damped_Trend
0.8,0.2,149,38,35.610876897294744,10138.175599205037,11103.707918818845,28.862090536255323,Damped_Trend
0.7,0.3,130,57,46.10720560927326,15553.70477187279,17992.93358051654,36.015951880901135,Damped_Trend
