"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"03.10.1994","7.210,00","6.284,00","7.227,00","6.284,00","","13,51%"
"01.09.1994","6.352,00","6.339,00","6.545,00","6.230,00","","1,39%"
"01.08.1994","6.265,00","6.112,00","6.265,00","5.567,00","","1,13%"
"01.07.1994","6.195,00","6.281,00","6.407,00","6.116,00","","1,21%"
"01.06.1994","6.121,00","6.101,00","6.511,00","6.017,00","","-1,75%"
"02.05.1994","6.230,00","5.510,00","6.724,00","5.510,00","","13,07%"
"01.04.1994","5.510,00","5.599,00","5.599,00","5.243,00","","-1,59%"
"01.03.1994","5.599,00","5.822,00","5.822,00","5.382,00","","-3,98%"
"01.02.1994","5.831,00","5.836,00","5.979,00","5.680,00","","2,21%"
"03.01.1994","5.705,00","5.250,00","5.777,00","5.196,00","","8,67%"
"01.12.1993","5.250,00","4.680,00","5.369,00","4.680,00","","13,27%"
"01.11.1993","4.635,00","4.520,00","4.727,00","4.520,00","","0,50%"
"01.10.1993","4.612,00","4.056,00","4.687,00","4.056,00","","14,70%"
"01.09.1993","4.021,00","4.574,00","4.574,00","4.021,00","","-12,09%"
"02.08.1993","4.574,00","4.915,00","4.922,00","4.485,00","","-6,42%"
