train_ratio,test_ratio,train_size,test_size,MAPE,MAE,RMSE,SMAPE,model
0.9,0.1,388,44,17.769210843694914,541.0476391825241,820.2368967017786,20.943552716275605,ARIMA
0.8,0.2,345,87,37.50153226947077,871.7762546058468,1102.1089483360154,48.67680570716419,ARIMA
0.7,0.3,302,130,18.149148347270703,419.9058489752918,690.8976383234349,21.39573844303588,ARIMA
