train_ratio,test_ratio,train_size,test_size,MAPE,MAE,RMSE,SMAPE,model
0.9,0.1,388,44,18.428066135734767,560.8450314602203,847.6571639982739,21.870786102008548,Damped_Trend
0.8,0.2,345,87,38.33220079392008,889.7315220244382,1120.6113102526372,50.046951215484015,Damped_Trend
0.7,0.3,302,130,25.107649356848132,570.8794501620474,870.1821041678444,31.71009748660366,Damped_Trend
