Date,Price
1990-12-31,1.1350416666666667
1991-12-31,1.0317916666666667
1992-12-31,1.038375
1993-12-31,0.8527916666666666
1994-12-31,1.0805416666666667
1995-12-31,1.29925
1996-12-31,1.0352083333333333
1997-12-31,1.018625
1998-12-31,0.7544583333333333
1999-12-31,0.7422083333333332
2000-12-31,0.8437916666666667
2001-12-31,0.726125
2002-12-31,0.7267083333333333
2003-12-31,0.8258333333333333
2004-12-31,1.3112916666666667
2005-12-31,1.6358750000000002
2006-12-31,3.0762916666666666
2007-12-31,3.2733333333333334
2008-12-31,3.1004166666666664
2009-12-31,2.426791666666667
2010-12-31,3.4730833333333333
2011-12-31,4.034875
2012-12-31,3.6385
2013-12-31,3.3199583333333336
2014-12-31,3.0740416666666666
2015-12-31,2.4762916666666666
2016-12-31,2.235291666666667
2017-12-31,2.8687916666666666
2018-12-31,2.907125
2019-12-31,2.735583333333333
2020-12-31,2.814
2021-12-31,4.259666666666667
2022-12-31,3.948375
2023-12-31,3.8858083333333333
2024-12-31,4.226875
2025-12-31,4.854375
