Date,Price
1990-12-31,386.77500000000003
1991-12-31,362.9083333333333
1992-12-31,345.3333333333333
1993-12-31,366.10833333333335
1994-12-31,387.2416666666666
1995-12-31,386.23333333333335
1996-12-31,388.65000000000003
1997-12-31,331.7416666666667
1998-12-31,296.2916666666667
1999-12-31,281.69166666666666
2000-12-31,279.85833333333335
2001-12-31,272.64166666666665
2002-12-31,313.5
2003-12-31,368.65000000000003
2004-12-31,412.575
2005-12-31,451.3666666666666
2006-12-31,619.0416666666666
2007-12-31,711.1750000000001
2008-12-31,880.8000000000001
2009-12-31,986.025
2010-12-31,1232.2333333333333
2011-12-31,1575.75
2012-12-31,1661.8999999999999
2013-12-31,1404.2583333333332
2014-12-31,1244.9583333333333
2015-12-31,1172.0083333333334
2016-12-31,1253.5666666666668
2017-12-31,1262.8333333333333
2018-12-31,1267.1166666666666
2019-12-31,1402.5583333333334
2020-12-31,1782.5833333333333
2021-12-31,1791.1999999999998
2022-12-31,1800.5
2023-12-31,1933.175
2024-12-31,2393.3250000000003
2025-12-31,3482.3916666666664
