Date,Real,ARIMAX_Pred,Error_Abs,Error_Pct
2018-01-11,14356,13982.391329726315,373.60867027368477,2.602456605417141
2018-01-12,1526,13908.223686137973,12382.223686137973,811.4170174402341
2019-01-01,1612,13849.791579334978,12237.791579334978,759.1682121175545
2019-01-02,15634,13836.486160084638,1797.513839915362,11.497466035022144
2019-01-03,15019,13823.235214753968,1195.7647852460323,7.961680439749866
2019-01-04,14984,13809.98747452753,1174.0125254724699,7.8351076179422705
2019-01-05,1453,13796.73992288112,12343.73992288112,849.5347503703455
2019-01-06,15294,13783.492382330263,1510.5076176697366,9.876471934547775
2019-01-07,16444,13770.244842432247,2673.7551575677535,16.259761357137883
2019-01-08,18274,13756.99730257264,4517.0026974273605,24.718193594327246
2019-01-09,16998,13743.749762715288,3254.250237284712,19.14490079588606
2019-01-10,18124,13730.502222858076,4393.4977771419235,24.241325188379626
2019-01-11,17009,13717.25468300087,3291.7453169991295,19.35296206125657
2019-01-12,18001,13704.007143143663,4296.992856856337,23.87085637940302
2020-01-01,18032,13690.75960328646,4341.24039671354,24.075201845128326
2020-01-02,17735,13890.664333032399,3844.3356669676014,21.676547318678328
2020-01-03,1418,14090.569062778337,12672.569062778337,893.6931638066529
2020-01-04,14973,14290.473792524273,682.5262074757266,4.558379800145105
2020-01-05,18009,14490.378522270214,3518.6214777297864,19.538128034481574
2020-01-06,18637,14690.28325201615,3946.71674798385,21.176781391768255
2020-01-07,2345,14890.18798176209,12545.18798176209,534.9760333374026
2020-01-08,2853,15090.09271150803,12237.09271150803,428.92017916256674
2020-01-09,23494,15289.997441253967,8204.002558746033,34.91956481972432
2020-01-10,23408,15489.902170999907,7918.097829000093,33.82646030844196
2020-01-11,22583,15689.806900745845,6893.193099254155,30.52381481315217
2020-01-12,26573,15889.711630491784,10683.288369508216,40.203546342182726
2021-01-01,25945,16089.61636023772,9855.38363976228,37.98567600602151
2021-01-02,27685,16185.540850111425,11499.459149888575,41.536785804184845
2021-01-03,24552,16281.465339985123,8270.534660014877,33.68578796030823
2021-01-04,26085,16377.389829858826,9707.610170141174,37.21529679946779
2021-01-05,27955,16473.31431973253,11481.68568026747,41.07202890455185
2021-01-06,26194,16569.23880960623,9624.761190393769,36.744144423890084
2021-01-07,25799,16665.163299479933,9133.836700520067,35.40384007333643
2021-01-08,23991,16761.087789353634,7229.912210646366,30.135935186721547
2021-01-09,22047,16857.012279227336,5189.987720772664,23.540562075441848
2021-01-10,24139,16952.93676910104,7186.063230898959,29.769515020916188
2021-01-11,22799,17048.86125897474,5750.138741025261,25.221012943660952
2021-01-12,2306,17144.785748848444,14838.785748848444,643.4859388052231
2022-01-01,22419,17240.710238722146,5178.289761277854,23.097773144555305
2022-01-02,24366,17117.262276556743,7248.737723443257,29.74939556530927
2022-01-03,25158,16993.814314391344,8164.185685608656,32.45164832502049
2022-01-04,23181,16870.36635222594,6310.633647774059,27.223302048117247
2022-01-05,21737,16746.91839006054,4990.0816099394615,22.956625154986714
2022-01-06,20352,16623.47042789514,3728.5295721048606,18.32021212708756
2022-01-07,19918,16500.022465729737,3417.9775342702633,17.160244674516836
2022-01-08,17849,16376.574503564334,1472.425496435666,8.249344481123122
2022-01-09,18712,16253.126541398931,2458.8734586010687,13.14062344271627
2022-01-10,19184,16129.678579233532,3054.321420766468,15.921191726263906
2022-01-11,21727,16006.23061706813,5720.7693829318705,26.330231430624895
2022-01-12,2425,15882.782654902727,13457.782654902727,554.9601094805248
2023-01-01,2393,15759.334692737324,13366.334692737324,558.5597447863487
2023-01-02,21071,15666.673131786141,5404.326868213859,25.648174591684587
2023-01-03,24076,15574.011570834955,8501.988429165045,35.313126886380815
2023-01-04,25209,15481.350009883772,9727.649990116228,38.5880042449769
2023-01-05,23696,15388.688448932586,8307.311551067414,35.05786441199955
2023-01-06,22798,15296.0268879814,7501.973112018601,32.90627735774454
2023-01-07,25092,15203.365327030217,9888.634672969783,39.409511688864114
2023-01-08,24692,15110.70376607903,9581.29623392097,38.80324086311749
2023-01-09,22741,15018.042205127847,7722.957794872153,33.96050215413637
2023-01-10,23075,14925.380644176661,8149.619355823339,35.31796037193213
