model,train_size,test_size,MAPE,MAE,RMSE,SMAPE
Prophet_Base,345,87,15.822899544504013,0.5275124858941262,0.633970011663411,14.623374946123683
Prophet_Conservative,345,87,15.2811354880802,0.5333313868275703,0.6434758970462067,14.659768758710479
Prophet_Flexible,345,87,43.312537831896776,1.7949295782857366,2.0788965101886774,59.50849410655681
