train_ratio,test_ratio,train_size,test_size,MAPE,MAE,RMSE,SMAPE,model
0.9,0.1,388,44,13.042686925368965,0.5157481120728921,0.5931909039603187,12.064906697764497,Holt_Linear
0.8,0.2,345,87,20.534049890867582,0.8495244005550889,1.0165661996011215,23.332179613903428,Holt_Linear
0.7,0.3,302,130,17.03829316716691,0.6164393294499213,0.7752458618076773,17.94971360890401,Holt_Linear
