train_ratio,test_ratio,train_size,test_size,MAPE,MAE,RMSE,SMAPE,model
0.9,0.1,388,44,11.800429241094877,0.4762487121323246,0.5607509290359551,11.186110234462468,Damped_Trend
0.8,0.2,345,87,24.17217257471261,1.0080711842683043,1.2036403310931518,28.421305055518197,Damped_Trend
0.7,0.3,302,130,20.80424682872074,0.7963454017460398,1.0353732700924956,23.615266731300817,Damped_Trend
