train_ratio,test_ratio,train_size,test_size,MAPE,MAE,RMSE,SMAPE,model
0.9,0.1,388,44,11.679070012572055,0.4739840909090909,0.5611348341044732,11.13427281968035,ARIMA
0.8,0.2,345,87,25.054672304692634,1.0451709516335452,1.2465003358219813,29.668320904969995,ARIMA
0.7,0.3,302,130,22.015578406478937,0.8476025779694838,1.1053425994610853,25.378857529230853,ARIMA
